I_e,Tau_Syn_Ex,Result
9,7.800000000000006,7.801135123335516
9,7.900000000000006,7.61456784880017
9,8.000000000000007,6.766037735849056
9,8.100000000000007,6.582527813240927
9,8.200000000000006,6.486700215672179
9,8.300000000000006,6.411796056137858
9,8.400000000000006,6.309615384615385
9,8.500000000000007,6.269237450060795
9,8.600000000000007,5.246778439794928
9,8.700000000000006,5.173794234184998
9,8.800000000000008,5.1435751154577565
9,8.900000000000007,3.894579862182454
9,9.000000000000007,3.6635061919504643
9,9.100000000000007,3.511059162021219
9,9.200000000000006,3.511059162021219
9,9.300000000000008,3.905976494123531
9,9.400000000000007,3.879974166625267
9,9.500000000000007,3.855838064675389
9,9.600000000000009,3.044953019610901
9,9.700000000000008,2.9557582409264658
9,9.800000000000008,2.9246554823247455
9,9.900000000000007,2.8961323098601994
